标题,朝代,作者,体裁,内容
﻿即事,金,李俊民,五言律诗,炎凉愁里过，陵谷暗中迁。素拙生生计，寻耕下下田。为嫌频告籴，却恨不逢年。门外催租吏，长妨对圣贤。
﻿中秋对月,金,李俊民,五言律诗,云山怀素隐，秋兴暂来归。月与人同醉，星随客渐稀。入河蟾不没，绕树鹊何依。浩气凝光界，瑶台梦欲飞。
﻿经童,金,李俊民,五言律诗,盈门修郑校，同队执韦经。苏子应千里，徐儿向九龄。雁行成次序，莺语太丁宁。堪笑西城老，朝朝酷教刑。
﻿自遣,金,李俊民,五言律诗,居闲聊自适，造物果何如。生理年年拙，交情日日疏。吠犹闻蹠犬，技可笑黔驴。谁识徘徊意，西山有旧庐。
﻿过星轺,金,李俊民,五言律诗,古道开天险，危峰拔地形。连营南北戍，过客短长亭。野烧惊山鬼，胡云掩将星。何人弄羌管，哀怨不堪听。
﻿小旱云而不雨,金,李俊民,七言律诗,阿香谁使送雷声，敢望天瓢一滴分。恨魃长为周地虐，闵尪几被鲁人焚。风吹海立垂垂雨，泽与山通处处云。何事卧龙犹不起，得微往见葛陂君。
﻿复用韵,金,李俊民,七言律诗,区区布谷不停声，安得银河水半分。汤稼未应枯后溉，周川岂独旱如焚。是谁主当知时雨，有底商量出岫云。造物不为天下计，只将花事了东君。
﻿十六日雨,金,李俊民,七言律诗,平地俄惊霹雳声，老龙功过此应分。不知东海因谁祭，却笑西华欲自焚。四面蔽亏无日月，百神奔走会风云。时人那识天公事，一溉惟知有巨君。
﻿王子荣过家上冢,金,李俊民,七言律诗,暂令元戎小队行，尽驱春色入山城。葱葱佳气随轩盖，袅袅高风卷旆旌。题柱桥边男子志，散金闾里故人情。贵游前后知多少，不使堂虚昼锦名。
﻿赴山阳,金,李俊民,七言律诗,立马西风不忍行，往回只是片时程。一年又作半年客，百里有如千里情。落日寒林山下路，淡烟疏竹水边城。愿君把酒休惆怅，四海由来皆弟兄。
﻿白文举王百一索句送行,金,李俊民,七言律诗,世事纷纷乱似麻，不堪愁里度年华。伤心城郭来家鹤，过眼光阴赴壑蛇。弹铗歌中成老境，班荆话后各天涯。何时造物归真宰，却睹人间第一花。
﻿用赵之美留别韵 其一 ,金,李俊民,七言律诗,把酒离筵且莫辞，坐中瓜葛暂相依。花从识后常含笑，鸟自还时想倦飞。往事微茫春梦断，故人牢落晓星稀。天涯白发禁愁得，好在西山不早归。
﻿用赵之美留别韵 其二 ,金,李俊民,七言律诗,长短亭中送别时，问君东去复何依。今宵明月三人共，来日红尘一骑飞。倾盖莫嫌相见晚，断弦惟恨赏音稀。天涯尽道还家好，笑我虽归似不归。
﻿用赵之美留别韵 其三 ,金,李俊民,七言律诗,为君不惜送行诗，但恨蒹葭失所依。流水尽朝东海去，孤云只向太行飞。仕途冰炭收心早，客路参商见面稀。一曲阳关歌未彻，声声头上听催归。
﻿用赵之美留别韵 其四 ,金,李俊民,七言律诗,遥指东山去恨迟，争如莲幕早来依。须知宋鹢犹能退，有底齐禽尚不飞。洛下书生怜我少，燕南壮士似君稀。主人好客恹恹醉，正要髡留肯放归。
﻿用赵之美留别韵 其五 ,金,李俊民,七言律诗,平生藏器待何时，除却荆州不可依。预报行人应鹊噪，相将送客有花飞。雁从去后弟兄少，莺未来时朋友稀。不尽赤心今日话，东山无以我公归。
﻿重午偶题,金,李俊民,七言律诗,龙钟叹我百年身，几见山城节物新。水荇长如牵翠带，石榴半似蹙红巾。可怜今日依刘客，便是当时吊屈人。谁道南来风解愠，试从比屋问吾民。
﻿春日,金,李俊民,七言律诗,白头不柰隙驹催，惯饮屠酥醉后杯。百岁无多偏昼短，一年将尽又春来。东君得地权终在，北斗随天柄已回。造物却还真宰手，众人今后试登台。
﻿承二公宠和复用元韵 其一 ,金,李俊民,七言律诗,脱却朝衫著纻麻，残年犹复梦京华。世情共指鹿为马，天意反教龙作蛇。白发不公人易老，青山有素恨无涯。那禁送别东郊外，满目离离溅泪花。
﻿承二公宠和复用元韵 其二 ,金,李俊民,七言律诗,有客衡从说蓺麻，要教身后见西华。若为养得能言鸭，未解除他引睡蛇。归去稍知闲气味，荒唐犹种老生涯。眼前浮世凭谁问，独倚东风看落花。
﻿和子荣,金,李俊民,七言律诗,暂使彭宣到后堂，安昌只以醉为乡。浮云世事日千变，流水生涯天一方。老子兴虽如庾亮，故人恩不减苏章。能消几两寻山屐，回首狐丘本未忘。
﻿和参谋李舜举 其一 ,金,李俊民,七言律诗,平步青云感遇初，试看倾盖气何如。橘皮应笑陈人榜，隽永争谈辩士书。梦鹿果能谁得鹿，知鱼未必子非鱼。青山马上多诗句，北斗以南名不虚。
﻿和参谋李舜举 其二 ,金,李俊民,七言律诗,一怒王师吊伐初，堂堂人物古谁如。剑头何患无炊米，楯鼻多应有檄书。尽道公孙能跃马，应怜学士独焚鱼。旌旗未度长河水，千骑元戎已捣虚。
﻿五舍人生朝,金,李俊民,七言律诗,积德高门庆有馀，隔年记得掌中珠。清新月窟两枝桂，俊逸渥洼千里驹。戏自老成看蜡凤，志从小异见樗蒲。一朝腾踏青云上，快睹徐卿第二雏。
﻿和东庵孔安道韵 其一 ,金,李俊民,七言律诗,拟结闲中一草堂，此心安处即吾乡。须知见在身为患，见说长生药有方。老去看书徒引睡，愁来得句不成章。从前习气都除尽，待与高人论坐忘。
﻿和东庵孔安道韵 其二 ,金,李俊民,七言律诗,淡泊生涯共一堂，杖藜踏遍水云乡。不妨庐结在人境，应念客来从远方。三笑可无陶靖节，八仙宜得贺知章。袖中时出烟霞语，习气师兄亦未忘。
﻿和子搢中秋,金,李俊民,七言律诗,最后宾来举白浮，要须同赏桂华秋。蛾郎应恨灯无焰，娈女能教月再修。分外高寒天上阙，就中明彻水边楼。姮娥不我为生客，休把光芒取次收。
﻿沁园怀古,金,李俊民,七言律诗,风波平地难开眼，剑戟群山欲割肠。冠盖随时成物故，园林何日破天荒。摩挲碑石空怀古，点检图经为补亡。谁是熙熙堂上客，近来老子也和光。
﻿筹堂寿日 其一 王乔,金,李俊民,七言律诗,此生但觉醉乡宽，谁谓螭犹北海蟠。处处相迎皆倒屣，人人共喜欲弹冠。州应向日悬刀梦，山试今朝拄笏看。仙驭未来缑氏鹤，月明吹彻玉笙寒。
﻿筹堂寿日 其二 王霸,金,李俊民,七言律诗,乌衣历历是名家，人物于今比晋多。俗论不侵挥麈话，壮怀都付缺壶歌。虽无金埒堪调马，赖有黄庭可换鹅。见说长江欲飞渡，那须冰合望滹沱。
﻿和即事,金,李俊民,七言律诗,拟将唾手取封侯，世事那禁种种愁。未可搏他冯妇虎，终须享此景升牛。但知勿剪甘棠在，莫为难图蔓草忧。自古贵人天所予，定教名字到金瓯。
﻿和子搢九日谩兴 其一 ,金,李俊民,七言律诗,此身到处贾胡留，细雨斜风冷淡秋。佳节又从愁里过，故乡不似旧时游。试拈红叶题诗句，强摘黄花泛酒瓯。落帽龙山几人在，云沉鸟没恨悠悠。
﻿和子搢九日谩兴 其二 ,金,李俊民,七言律诗,节物催人分外愁，干戈眼底未能休。丹枫落处吴江冷，黄菊开时灞岸秋。可是凉风添寂寞，更堪缺月照绸缪。悠悠今古何须问，泪洒牛山亦过忧。
﻿和新秋,金,李俊民,七言律诗,帘捲西山雨乍停，自知时节候虫声。新凉邂逅如佳客，残暑留连似宿酲。可见韩檠灯下志，且怜班扇箧中情。若为解得吾民愠，更鼓南风一再行。
﻿寄史正之,金,李俊民,七言律诗,往来门下亦风流，分得筹堂几许忧。刚甚养他横槊马，何如了取济川舟。人还忌器休投鼠，谁为蹊田欲夺牛。闻早抽身闲处著，不妨仍带醉乡侯。
﻿闻捷音招王德华吴天章等出山,金,李俊民,七言律诗,红尘一骑报平安，知是元戎小队还。且喜好音来汴水，仍将旧事问潼关。横云自护车箱涧，落日空衔箭筈山。只恐膏肓归不得，早随春色到人閒。
﻿用子荣河桥送别韵,金,李俊民,七言律诗,河桥把酒不成欢，正是离人去住閒。公道几时饶白发，世情今日见青山。娟娟明月无家对，惨惨孤云待我还。惭愧慇勤花里鸟，一声声送出阳关。
﻿承徐子贤贾仲常张伯英宠和复用韵,金,李俊民,七言律诗,天涯杯酒强追欢，白发光阴转首閒。独夜梦魂千里月，暮年心事数重山。回肠都为愁将断，行脚犹疑债未还。傥得一廛休老地，柴门今后定牢关。
﻿闵董用之,金,李俊民,七言律诗,怪底年来懒下帷，似嫌榜尾姓名题。一枝自谓乌难借，百里谁知凤肯栖。颇讶生前徒强项，未应老后不然脐。试将点检平时友，太半佳城在马蹄。
﻿用之次韵复荅,金,李俊民,七言律诗,小斋飘雨注风帷，门外青山困品题。足蹑尽知齐是假，胆尝争柰越犹栖。任教别后书盈箧，嬴得年来气暖脐。聊与老农歌帝力，一缸村酒荐豚蹄。
﻿宿村舍 其一 ,金,李俊民,七言律诗,别后曾无一日欢，风光都在落花閒。眼青羞对门前柳，头白相惊雪里山。华表鹤来犹是客，乌衣燕去不知还。森森庭院荒荆棘，虎豹窥人夜撼关。
﻿宿村舍 其二 ,金,李俊民,七言律诗,握手亲情有底欢，疏篱茅舍两三间。尚怜作者千年调，那肯分人一半山。安得意如张翰适，凭谁放取浩然还。得君斗酒须防客，不怕重门更著关。
﻿宿村舍 其三 ,金,李俊民,七言律诗,怀抱何曾得少欢，春愁飞上两眉间。一瓢谩酌独清水，几屐能穷无尽山。见说酒兵长日备，未知诗债几时还。须防别后将军禦，不待寻盟辄斩关。
﻿宿村舍 其四 ,金,李俊民,七言律诗,三两残杯不尽欢，强陪年少贵游閒。客中未必常为客，山上那堪复有山。鹤发都从愁里变，貂裘直待醉时还。一朝却入庞公市，惊倒城门老抱关。
﻿用之请还公府用韵拒之,金,李俊民,七言律诗,□寇将军力自宣，幕中议论可回天。气吞骄虏鞭先著，威定并门檄罢传。正恐一隅防饮酒，休从百尺笑求田。杨雄禄位谁能动，姑为侯巴草太玄。
﻿吊刘伯祥,金,李俊民,七言律诗,记曾林下见臞仙，惆怅红尘未断缘。不惮广文寒处坐，屡逢元亮醉时眠。难逃辰巳贤人岁，有负齑盐太学年。落落天才无地用，却还英气与山川。
﻿夜雨 其一 ,金,李俊民,七言律诗,元气淋漓彻九垓，那消掩耳一声雷。雨虽不解知时节，云岂无心出岫来。所恨龙潜犹未起，大都天意卒难回。等闲莫话为霖事，且对檐花尽此杯。
﻿夜雨 其二 ,金,李俊民,七言律诗,夜半天公号令催，即时惊起阿香雷。须知稼穑艰难甚，谁把阴阳燮理来。不使魃为周地虐，定应龙自葛陂回。邻家酒熟留连客，聊与愁人共一杯。
﻿夜雨 其三 ,金,李俊民,七言律诗,化工宁许著诗催，平地俄惊失箸雷。行雨梦从巫峡断，为霖人自傅岩来。老农学稼无多力，太史书年有几回。爱酒陶家才种秫，何如共此即时杯。
﻿送赵庆之赴邠州,金,李俊民,七言律诗,且莫悤悤数去程，一壶别酒为君倾。三年簿领妨行乐，十里溪山管送迎。湓浦芦花风里恨，渭城柳色雨中情。三峰无复同州看，休著新诗笑不平。
﻿伊阙鸂鶒堂 其一 ,金,李俊民,七言律诗,千年古道入荒城，破屋颓垣一聚尘。天地如何收险阻，山川犹觉露精神。馀波禹贡朝宗水，习俗周南既醉人。把酒西风无限兴，黄花时节对嘉宾。
﻿伊阙鸂鶒堂 其二 ,金,李俊民,七言律诗,一日滩流浅自分，滩头鸂鶒似通神。大都鸾棘无多地，毕竟乌台得几人。浮世堂堂春易去，随时局局事皆新。当年灵翼今何在，满目西风动白蘋。
﻿别合阳申伯福昆仲,金,李俊民,七言律诗,百里相望邂逅迟，如今始得话心期。情深堂上留髡夜，兴尽山阴防戴时。客舍故人那用送，异乡游子不胜悲。烟村水驿秦川路，来往邮筒好寄诗。
﻿乱后寄兄 其一 ,金,李俊民,七言律诗,长剑何人倚太行，毡裘入市似驱羊。怒降白起不仁赵，死守裴侯无负唐。可柰昆炎焚玉石，更堪蜀险化豺狼。紫荆犹是阶前树，风雨何时复对床。
﻿乱后寄兄 其二 ,金,李俊民,七言律诗,万井中原半犬羊，纵横大剑与长枪。昼烽夜火岂虚日，左触右蛮皆战场。丁鹤未归辽已冢，杜鹃犹在蜀堪王。此生不识连昌乐，目送孤鸿空断肠。
﻿和子搢来韵,金,李俊民,七言律诗,新年桃李似无情，回首繁华一梦惊。点检青毡非故物，等闲倾盖昧平生。雨中燕子还留客，风里杨花欲送行。试听东流桥下水，向人时作断肠声。
﻿郭仲山寿日,金,李俊民,七言律诗,乘兴游山也自贤，千金奚羡筑台燕。谁为洛下同舟友，人道江头弄月仙。欲向漳源归旧隐，便从莞谷种闲田。橐驼树得长生理，不解如君养性天。
﻿随州长官张鹏举暨,金,李俊民,七言律诗,寂寥秋思梗吟怀，几度柴门鹊噪开。一话胜看江表传，百书不及陇头梅。马催行色日边去，雁送归程天际来。万里龙庭莫辞远，中原事业望人才。
﻿和河上修桥 其一 ,金,李俊民,七言律诗,故里风光衣锦游，赋诗谁与共临流。相逢依旧山青眼，也有何愁浪白头。官渡方当横槊日，合肥正是著鞭秋。坐閒有客誇雄辩，不念题桥志未酬。
﻿和河上修桥 其二 ,金,李俊民,七言律诗,日日相陪杖屦游，往来林下亦风流。云閒隐隐堆螺髻，雨后鳞鳞涨鸭头。休恨临津经始晚，且看利涉落成秋。寻常公事闲中了，诗债如何尚不酬。
﻿和河上修桥 其三 ,金,李俊民,七言律诗,眼底关山忆旧游，滔滔河汉自东流。星槎不觉来天上，铁锁那能护石头。顾我已嫌题柱晚，喜君正是济川秋。酒閒豪气谁堪共，一醉千金价不酬。
﻿和河上修桥 其四 ,金,李俊民,七言律诗,落魄天涯颇倦游，片帆归去得安流。几年无事誇犀首，一旦封侯看虎头。飞将正当南渡日，拾遗还是北征秋。龙钟不称凌烟像，只有山林志可酬。
﻿刚忠公,金,李俊民,七言律诗,未除妖气斗牛閒，一夜长星落将坛。天意欲将全节畀，人心无柰此时寒。断头那肯降朱泚，血指谁思灭贺兰。立尽太行山上石，我公忠烈不容刊。
﻿壬寅九日同史正之刘济之君祥仲宽姚子昂东城小酌寄锦堂王君玉 其一 ,金,李俊民,七言律诗,长天一色雁行斜，雨过南山气势加。懒后不冠羞白发，兴来无酒负黄花。何人见忆闲陶令，有客徒嘲老孟嘉。秋景满前宜共赏，未应件件属诗家。
﻿壬寅九日同史正之刘济之君祥仲宽姚子昂东城小酌寄锦堂王君玉 其二 ,金,李俊民,七言律诗,兴来落笔任横斜，坐上朋樽续续加。貌似叶红皆被酒，头如雪白也簪花。金风渐急秋将暮，玉树相依客尽嘉。酩酊入城扶不去，临街下马是谁家。
﻿同济之游百家岩怀郭延年右感,金,李俊民,七言律诗,雨晴闲向百岩游，今古都成一段愁。老衲解回山下虎，真人跨入洞中牛。水流花落三春暮，鸟没云沉万事休。有道碑前空堕泪，往来谁复共仙舟。
