标题,朝代,作者,体裁,内容
奉和方山灵岩寺应教诗,隋,诸葛颖,古风,名山镇江海，梵宇驾风烟。画栱临松盖，銮牖对峰莲。雷出阶基下，云归梁栋前。灵光辨昼夜，轻衣数劫年。一陪香作食，长用福为田。
奉和出颍至淮应令诗,隋,诸葛颖,古风,涉颍倦纡回，浮淮欣迥直。遥村含水气，远浦澄天色。灵涛稍欲近，仙岩行可识。玄览属睿辞，风云有馀力。
奉和通衢建灯应教诗,隋,诸葛颖,古风,芳衢澄夜景，法炬烂参差。逐轮时徙焰，桃花生落枝。飞烟绕定室，浮光映瑶池。重阁登临罢，歌管乘空移。
赋得微雨东来应教诗,隋,诸葛颖,古风,微雨暗东峰，散漫洒长松。涧满新流浊，山沾积翠浓。风起还吹燕，云来本送龙。登年随玉烛，名山定可封。
春江花月夜,隋,诸葛颖,古风,张帆渡柳浦，结缆隐梅洲。月色含江树，花影覆船楼。
与胡师耽同系胡州出被刑狱中诗,隋,鲁本,古风,叔夜弦初绝，韩安灰未然。相悲不相见，幽絷与幽泉。
神仙篇,隋,鲁范,古风,王远寻仙至，栾巴访术回。乘空向紫府，控鹤下蓬莱。霜分白鹿驾，日映流霞杯。煎金丹未熟，醒酒药初开。乍应观海变，谁肯畏年颓。
送别诗,隋,鲁范,古风,去留虽有异，失路与君同。何如拔心草，还逐断根蓬。
日出东南隅行,隋,卢思道,古风,初月正如钩，悬光入绮楼。中有可怜妾，如恨亦如羞。深情出艳语，密意满横眸。楚腰宁且细，孙眉本未愁。青玉勿当取，双银讵可留。会待东方骑，遥居最上头。
棹歌行,隋,卢思道,古风,秋江见底清，越女复倾城。方舟共采摘，最得可怜名。落花流宝珥，微吹动香缨。带垂连理湿，棹举木兰轻。顺风传细语，因波寄远情。谁能结锦缆，薄暮隐长汀。
美女篇,隋,卢思道,古风,京洛多妖艳，馀香爱物华。俱临邓渠水，共采邺园花。时摇五明扇，聊驻七香车。情疏看笑浅，娇深眄欲斜。微津染长黛，新溜湿轻纱。莫言人未解，随君独问家。
升天行,隋,卢思道,古风,寻师得道诀，轻举厌人群。玉山候王母，珠庭谒老君。煎为返魂药，刻作长生文。飞策乘流电，凋轩曳彩云。玄洲望不极，赤野眺无垠。金楼旦𡾰嵼，玉树晓氛氲。拥琴遥可听，吹笙远讵闻。不觉蜉蝣子，生死何纷纷。
神仙篇,隋,卢思道,古风,浮生厌危促，名岳共招携。云轩游紫府，风驷上丹梯。时见辽东鹤，屡听淮南鸡。玉英持作宝，琼实采成蹊。飞策扬轻电，悬旌耀彩霓。瑞银光似烛，灵石髓如泥。寥廓鸾山右，超越凤洲西。一丸应五色，持此救人迷。
河曲游,隋,卢思道,古风,邺下盛风流，河曲有名游。应徐托后乘，车马践芳洲。丰茸鸡树密，遥裔鹤烟稠。日上疑高盖，云起类重楼。金羁自沃若，兰棹成夷犹。悬匏动清吹，采菱转艳讴。还珂响金埒，归袂拂铜沟。唯畏三春晚，勿言千载忧。
城南隅燕,隋,卢思道,古风,城南气初新，才王邀故人。轻盈云映日，流乱鸟啼春。花飞北寺道，弦散南漳滨。舞动淮南袖，歌扬齐后尘。骈镳歇夜马，接轸限归轮。公孙饮弥月，平原燕浃旬。即是消声地，何须远避秦。
蜀国弦,隋,卢思道,古风,西蜀称天府，由来擅沃饶。云浮玉垒夕，日映锦城朝。南寻九折路，东上七星桥。琴心若易解，令客岂难要。
采莲曲,隋,卢思道,古风,曲浦戏妖姬，轻盈不自持。擎荷爱圆水，折藕弄长丝。佩动裙风入，妆销粉汗滋。菱歌惜不唱，须待暝归时。
驾出圜丘诗,隋,卢思道,古风,开年简时日，上辛称天吉。平晓禁门开，隐隐乘舆出。乘舆出九重，金根御六龙。章移千乘动，旆举百神从。黄麾引朱节，灵鼓应华钟。神歌己相续，神光复相烛。风中飏紫烟，坛上埋苍玉。
赠李若诗,隋,卢思道,古风,初发清漳浦，春草正萋萋。今留素浐曲，夏木已成蹊。尘起星桥外，日落宝坛西。庭空野烟合，巢深夕羽迷。短歌虽制素，长吟当执圭。寄语当窗妇，非关惜马蹄。
赠李行之,隋,卢思道,古风,水衡称逸人，潘杨有世亲。形骸预冠盖，心思出风云。
赠别司马幼之南聘诗,隋,卢思道,古风,故交忽千里，輶车莅远盟。幽人重离别，握手送征行。晚霞浮极浦，落景照长亭。拂雾扬龙节，乘风溯鸟旌。楚山百重映，吴江万仞清。夏云楼阁起，秋涛帷盖生。陆侯持宝剑，终子系长缨。前修亦何远，君其勖令名。
赠刘仪同西聘诗,隋,卢思道,古风,开邛昔柔远，宾越尽招携。岂若驰天使，玉节抚遗黎。五祠临渭北，双岭带崤西。故关看金马，馀坛听宝鸡。垂丝被柳陌，落锦覆桃蹊。分祛俄易惨，离思实难赍。极野云峰合，遥嶂日轮低。尘暗前旌没，风长后骑嘶。灞陵行可望，函谷久无泥。须君劳旋罢，春草共萋萋。
游梁城诗,隋,卢思道,古风,扬镳历汴浦，回扈入梁墟。汉藩文雅地，清尘暧有馀。宾游多任侠，台苑盛簪裾。叹息徐公剑，悲凉邹子书。亭皋落照尽，原野Ё寒初。鸟散空城夕，烟销古树疏。东越严子陵，西蜀马相如。修名窃所慕，长谣独课虚。
从驾经大慈照寺诗,隋,卢思道,古风,玄风冠东户，内范轶西陵。大川开宝匣，福地下金绳。绣栭高可映，画栱叠相承。日驭非难假，云师本易凭。阳室疑停燧，阴轩类鉴冰。迥题飞星没，长楣宿露凝。旌门曙光转，辇道夕云蒸。山只效灵物，水若荐休徵。薄命叨恩纪，微躯窃自陵。优游徒可恃，周赉永难胜。
春夕经行留侯墓诗,隋,卢思道,古风,少小期黄石，晚年游赤松。应成羽人去，何忽掩高封。疏芜枕绝野，逦迤带斜峰。坟荒隧草没，碑碎石苔浓。狙秦怀猛气，师汉挺柔容。盛烈芳千祀，深泉闭九重。夕风吟宰树，迟光落下舂。遂令怀古客，挥泪独无踪。
上巳禊饮诗,隋,卢思道,古风,山泉好风日，城市厌嚣尘。聊持一樽酒，共寻千里春。馀光下幽桂，夕吹舞青蘋。何言出关后，重有入林人。
夜闻邻妓诗,隋,卢思道,古风,倡楼对三道，吹台临九重。笙随山上鹤，笛奏水中龙。怨歌声易断，妙舞态难逢。谁能暂留客，解佩一相从。
赋得珠帘诗,隋,卢思道,古风,鉴帷明欲敛，照槛色将晨。可怜疏复密，隐映当窗人。浮清带远吹，含光动细尘。落花时屡拂，会待玉阶春。
彭城王挽歌,隋,卢思道,古风,旭旦禁门开，隐隐灵舆发。才看凤楼迥，稍视龙山没。犹陈五营骑，尚聚三河卒。容卫俨未归，空山照秋月。
乐平长公主挽歌,隋,卢思道,古风,妆楼对驰道，吹台临景舍。风入上春朝，月满凉秋夜。未言歌笑毕，已觉生荣谢。何时洛水湄，芝田解龙驾。
后园宴诗,隋,卢思道,古风,常闻昆阆有神仙。云冠羽佩得长年。秋夕风动三珠树。春朝露湿九芝田。不如邺城佳丽所。玉楼银阁与天连。太液回波千丈映。上林花树百枝然。流风续洛渚。行云在南楚。可怜白水神。可念青楼女。便妍不羞涩。妖艳工言语。池苑正芳菲。得戏不知归。媚眼临歌扇。娇香出舞衣。纤腰如欲断。侧髻似能飞。南楼日已暮。长檐鸟应度。竹殿遥闻凤管声。虹桥别有羊车路。携手傍花丛。徐步入房栊。欲眠衣先解。半醉脸逾红。日日相看转难厌。千娇万态不知穷。欲积压妾心无剧已。明月流光满帐中。
听鸣蝉篇,隋,卢思道,古风,听鸣蝉。此听悲无极。群嘶玉树里。回噪金门侧。长风送晚声。清露供朝食。晚风朝露实多宜。秋日高鸣独见知。轻身蔽数叶。哀鸣抱一枝。流乱罢还续。酸伤合更离。暂听别人心即断。才闻客子泪先垂。故乡已超忽。空庭正芜没。一夕复一朝。坐见凉秋月。河流带地从来崄。峭路干天不可越。红尘早弊陆生衣。明镜空悲潘掾发。长安城里帝王州。鸣钟列鼎自相求。西望渐台临太液。东瞻甲观距龙楼。说客恒持小冠出。越使常怀宝剑游。学仙未成便尚主。寻源不见已封侯。富贵功名本多豫。繁华轻薄尽无忧。讵念嫖姚嗟木梗。谁忆田单倦土牛。归去来。青山下。秋菊离离日堪把。独焚枯鱼宴林野。终成独校子云书。何如还驱少游马。
仰赠特进阳休之诗,隋,卢思道,四言诗,幽求遂古，逖听前闻。鸿荒眇邈，篆策絪缊。体国经野，为鸟为云。果行毓德，或武或文。（一章）于铄君子，含章挺秀。龙翰凤翼，玉荣松茂。逸韵孤峙，奇峰回构。慕舜匪高，希颜可陋。（二章）艺殚文府，学究书林。尽则穷丽，索隐钩深。灵珠耀手，明镜悬心。声偃华裔，道冠衣簪。（三章）豹变其文，鸿渐于陆。入作卿士，出为岳牧。千社万钟，玄冕丹毂。神之听之，介以景福。（四章）汉称广德，晋美剧阳。君亦高蹈，二此鸿芳。知足知止，令问令望。功遂身退，休有烈光。（五章）闻风伯夷，懦夫自立。祖道疏傅，行人霣泣。公之戾止，僚友胥集。瞻彼高山，每怀靡及。（六章）余实肤陋，少不及门。挟策问道，拜帚承恩。以兹高义，被于后昆。式歌且舞，敢赠长言。（七章）
联句作诗,隋,卢思道,句,共甑分炊水，同铛各煮鱼。
有所思,隋,卢思道,乐府曲辞,长门与长信，忧思并难任。洞房明月下，空庭绿草深。怨歌裁洁素，能赋受黄金。复闻隔湘水，犹言限桂林。凄凄日已暮，谁见此时心。
从军行,隋,卢思道,乐府曲辞,朔方烽火照甘泉。长安飞将出祁连。犀渠玉剑良家子。白马金羁侠少年。平明偃月屯右地。薄暮鱼丽逐左贤。谷中石虎经衔箭。山上金人曾祭天。天涯一去无穷已。蓟门迢递三千里。朝见马岭黄沙合。夕望龙城阵云起。庭中奇树已堪攀。塞外征人殊未还。白雪初下天山外。浮云直上五原间。关山万里不可越。谁能坐对芳菲月。流水本自断人肠。坚冰旧来伤马骨。边庭节物与华异。冬霰秋霜春不歇。长风萧萧渡水来。归雁连连映天没。从军行。军行万里出龙庭。单于渭桥今已拜。将军何处觅功名。
咏舞,隋,萧德言,五言绝句,低身锵玉佩，举袖拂罗衣。对檐疑燕起，映雪似花飞。
出塞二首和杨素 其一 ,隋,薛道衡,古风,高秋白露团，上将出长安。尘沙塞下暗，风月陇头寒。转蓬随马足，飞霜落剑端。凝云迷代郡，流水冻桑乾。烽微桔槔远，桥峻辘轳难。从军多恶少，召募尽材官。伏堤时卧鼓，疑兵乍解鞍。柳城擒冒顿，长坂纳呼韩。受降今更筑，燕然已重刊。还嗤傅介子，辛苦刺楼兰。
出塞二首和杨素 其二 ,隋,薛道衡,古风,边庭烽火惊，插羽夜徵兵。少昊腾金气，文昌动将星。长驱鞮汗北，直指夫人城。绝漠三秋暮，穷阴万里生。寒夜哀笛曲，霜天断雁声。连旗下鹿塞，叠鼓向龙庭。妖云坠虏阵，晕月绕胡营。左贤皆顿颡，单于已系缨。绁马登玄阙，钩鲲临北溟。当知霍骠骑，高第起西京。
昭君辞,隋,薛道衡,古风,我本良家子，充选入椒庭。不蒙女史进，更失画师情。蛾眉非本质，蝉鬓改真形。专由妾命薄，误使君恩轻。啼沾渭桥路，叹别长安城。夜依寒草宿，朝逐转蓬征。却望关山迥，前瞻沙漠平。胡风带秋月，嘶马杂笳声。毛裘易罗绮，毡帐代金屏。自知莲脸歇，羞看菱镜明。钗落终应弃，髻解不须萦。何用单于重，讵假阏氏名。駃騠聊强食，筒酒未能倾。心随故乡断，愁逐塞云生。汉宫如有忆，为视旄头星。
昔昔盐,隋,薛道衡,古风,垂柳覆金堤，蘼芜叶复齐。水溢芙蓉沼，花飞桃李蹊。采桑秦氏女，织锦窦家妻。关山别荡子，风月守空闺。恒敛千金笑，长垂双玉啼。盘龙随镜隐，彩凤逐帷低。飞魂同夜鹊，倦寝忆晨鸡。暗牖悬蛛网，空梁落燕泥。前年过代北，今岁往辽西。一去无消息，那能惜马蹄。
豫章行 其一 ,隋,薛道衡,古风,江南地远接闽瓯，山东英妙屡经游。前瞻叠障千重阻，却带惊湍万里流。枫叶朝飞向京洛，文鱼夜过历吴洲。君行远度茱萸岭，妾住长依明月楼。楼中愁思不开嚬，始复临窗望早春。鸳鸯水上萍初合，鸣鹤园中花并新。空忆常时角枕处，无复前日画眉人。照骨金环谁用许，见胆明镜自生尘。
豫章行 其二 ,隋,薛道衡,古风,荡子从来好留滞，况复关山远迢递。当学织女嫁牵牛，莫作姮娥叛夫婿。偏讶思君无限极，欲罢欲忘还复忆。愿作王母三青鸟，飞去飞来传消息。丰城双剑昔曾离，经年累月复相随。不畏将军成久别，只恐封侯心更移。
从驾幸晋阳诗,隋,薛道衡,古风,省方遵往册，游豫叶前经。金吾朝戒道，校尉晚巡营。重峦下飞骑，绝浦渡连旌。涧水寒逾咽，松风远更清。方观翠华反，簪笔上云亭。
奉和月夜听军乐应诏诗,隋,薛道衡,古风,旌门临古堞，徼道度深隍。月冷疑秋夜，山寒落夏霜。遥空澄暮色，清景散馀光。笳声喧陇水，鼓曲噪渔阳。沈郁兴神思，眺听发天章。嵩岱终难学，丘陵徒自强。
奉和临渭源应诏诗,隋,薛道衡,古风,玄功复禹迹，至德去汤罗。玉关亭障远，金方水石多。八川兹一态，万里导长波。惊流注陆海，激浪象天河。鸾旗历岩谷，龙穴暂经过。西老陪游宴，南风起咏歌。庶品蒙仁泽，生灵穆太和。微臣惜暮景，愿驻鲁阳戈。
秋日游昆明池诗,隋,薛道衡,古风,灞陵因静退，灵沼暂徘徊。新船木兰楫，旧宇豫章材。荷心宜露泫，竹径重风来。鱼潜疑刻石，沙暗似沈灰。琴逢鹤欲舞，酒遇菊花开。羁心与秋兴，陶然寄一杯。
敬酬杨仆射山斋独坐诗,隋,薛道衡,古风,相望山河近，相思朝夕劳。龙门竹箭急，华岳莲花高。岳高嶂重叠，鸟道风烟接。遥原树若荠，远水舟如叶。叶舟旦旦浮，惊波夜夜流。露寒洲渚白，月冷函关秋。秋夜清风发，弹琴即鉴月。虽非庄舄歌，吟咏常思越。
重酬杨仆射山亭诗,隋,薛道衡,古风,寂寂无与晤，朝端去总戎。空庭聊步月，闲坐独临风。临风时太息，步月山泉侧。朝朝散霞彩，暮暮澄秋色。秋色遍皋兰，霞彩落云端。吹旌朔气冷，照剑日光寒。光寒塞草平，气冷咽笳声。将军献凯入，蔼蔼风云生。
入郴江诗,隋,薛道衡,古风,仗节遵严会，扬舲溯急流。征涂非白马，水势类黄牛。跳波鸣石碛，溅沫拥沙洲。岸回槎倒转，滩长船却浮。缘崖频断挽，挂壁屡移钩。还忆青丝骑，东方来上头。
渡北河诗,隋,薛道衡,古风,连旌映溆浦，叠鼓拂沙洲。桃花长新浪，竹箭下奔流。塞云临远舰，胡风入阵楼。剑拔蛟将出，骖惊鼋欲浮。雁书终立效，燕相果封侯。勿恨关河远，且宽边地愁。
和许给事善心戏场转韵诗,隋,薛道衡,古风,京洛重新年，复属月轮圆。云间璧独转，空里镜孤悬。万方皆集会，百戏尽来前。临衢车不绝，夹道阁相连。惊鸿出洛水，翔鹤下伊川。艳质回风雪，笙歌韵管弦。佳丽俨成行，相携入戏场。衣类何平叔，人同张子房。高高城里髻，峨峨楼上妆。罗裙飞孔雀，绮带垂鸳鸯。月映班姬扇，风飘韩寿香。竟夕鱼负灯，彻夜龙衔烛。欢笑无穷已，歌咏还相续。羌笛陇头吟，胡舞龟兹曲。假面饰金银，盛服摇珠玉。宵深戏未阑，兢为人所难。卧驱飞玉勒，立骑转银鞍。纵横既跃剑，挥霍复跳丸。抑扬百兽舞，盘跚五禽戏。狻猊弄斑足，巨象垂长鼻。青羊跪复跳，白马回旋骑。忽睹罗浮起，俄看郁昌至。峰岭既崔嵬，林丛亦青翠。麋鹿下腾倚，猴猿或蹲跂。金徒列旧刻，玉律动新灰。甲荑垂陌柳，残花散苑梅。繁星渐寥落，斜月尚徘徊。王孙犹劳戏，公子未归来。共酌琼酥酒，同倾鹦鹉杯。普天逢圣日，兆庶喜康哉。
